x,y
540,332
519.9044494628906,301.24090576171875
520.7963562011719,262.6573944091797
509.595947265625,227.09262084960938
495.114013671875,196.16534423828125
497.50433349609375,157.1854248046875
474.31170654296875,129.11944580078125
457.92767333984375,96.12726593017578
428.3180847167969,82.99432373046875
393.08978271484375,75.76217651367188
362.334716796875,100.82247924804688
334.4028015136719,118.78374481201172
309.877685546875,108.71624755859375
315.5141906738281,81.76858520507812
277.89208984375,82.11088180541992
261.4155578613281,61.72343444824219
239.3734588623047,39.71315574645996
200.4042510986328,32.18917942047119
210.77308654785156,63.24180603027344
194.49026489257812,89.6834716796875
203.07106018066406,113.14131164550781
198.83863830566406,126.0848159790039
187.2947540283203,156.62484741210938
165.11785888671875,166.11935424804688
149.85797119140625,140.52387237548828
111.04212951660156,149.020263671875
114.69400787353516,181.9485321044922
106.58222198486328,222.63458251953125
84.68843841552734,245.4501953125
103.44915008544922,270.19232177734375
85.66926574707031,297.01171875
50.32297325134277,300.8147277832031
52.86982345581055,335.99346923828125
38.25621032714844,369.1767578125
39.19733428955078,397.1148681640625
57.81577682495117,429.778076171875
44.67170333862305,466.2700500488281
57.9454460144043,500.73297119140625
69.35618209838867,533.38330078125
101.13966369628906,546.4093017578125
135.60427856445312,556.3026123046875
152.1597900390625,576.560302734375
130.66680908203125,611.4195556640625
120.49763488769531,651.6931762695312
123.60191345214844,689.7997436523438
162.0132293701172,687.1735229492188
179.73196411132812,672.0526123046875
215.18927001953125,682.9318237304688
227.08187866210938,681.4035034179688
263.6999969482422,698.590087890625
291.890380859375,705.1052856445312
317.5768127441406,695.865234375
353.2571716308594,698.0756225585938
390.9837646484375,685.9964599609375
425.98870849609375,678.7871704101562
449.1114501953125,687.7891235351562
440.6780090332031,653.3363647460938
452.825439453125,624.1102905273438
477.29705810546875,597.6880493164062
486.9532165527344,572.378173828125
456.804443359375,547.5716552734375
424.7267761230469,525.127197265625
407.1228332519531,488.9547119140625
389.91070556640625,456.73211669921875
400.707763671875,446.17236328125
436.7353820800781,431.87628173828125
467.0123596191406,408.0910949707031
503.16400146484375,390.5119323730469
522.1045227050781,375.0868835449219
544.4363403320312,371.9908752441406
