x,y
540,332
492.917236328125,214.66256713867188
457.92767333984375,96.12726593017578
345.9059753417969,111.55024719238281
277.89208984375,82.11088180541992
197.37542724609375,47.29696846008301
198.83863830566406,126.0848159790039
129.0436019897461,141
84.68843841552734,245.4501953125
44.59875297546387,316.9853210449219
57.81577682495117,429.778076171875
82.44892883300781,541.156982421875
130.66680908203125,611.4195556640625
175.51429748535156,686.3428955078125
263.6999969482422,698.590087890625
370.173095703125,686.828125
440.6780090332031,653.3363647460938
470.84765625,562.8882446289062
389.91070556640625,456.73211669921875
485.50421142578125,400.3052673339844
